
--- Run started 2026-02-04 17:51:48 ---

======================================================================
CREATING NEW MODEL
======================================================================

Starting fresh with epsilon: 1.0000
======================================================================

Starting DQN training for 500000 episodes...
Episode 100000/500000, Total Reward: 37478, Epsilon: 0.0100, Buffer: 100000
Episode 101000/500000, Total Reward: 34157, Epsilon: 0.0100, Buffer: 100000
Episode 102000/500000, Total Reward: 43102, Epsilon: 0.0100, Buffer: 100000
Episode 103000/500000, Total Reward: 48549, Epsilon: 0.0100, Buffer: 100000
Episode 104000/500000, Total Reward: 56824, Epsilon: 0.0100, Buffer: 100000
Episode 105000/500000, Total Reward: 56241, Epsilon: 0.0100, Buffer: 100000
Episode 106000/500000, Total Reward: 39801, Epsilon: 0.0100, Buffer: 100000
Episode 107000/500000, Total Reward: 34599, Epsilon: 0.0100, Buffer: 100000
Episode 108000/500000, Total Reward: 54003, Epsilon: 0.0100, Buffer: 100000
Episode 109000/500000, Total Reward: 38412, Epsilon: 0.0100, Buffer: 100000
Episode 110000/500000, Total Reward: 40234, Epsilon: 0.0100, Buffer: 100000
Episode 111000/500000, Total Reward: 43416, Epsilon: 0.0100, Buffer: 100000
Episode 112000/500000, Total Reward: 42021, Epsilon: 0.0100, Buffer: 100000
Episode 113000/500000, Total Reward: 53324, Epsilon: 0.0100, Buffer: 100000
Episode 114000/500000, Total Reward: 48144, Epsilon: 0.0100, Buffer: 100000
Episode 115000/500000, Total Reward: 41451, Epsilon: 0.0100, Buffer: 100000
Episode 116000/500000, Total Reward: -135, Epsilon: 0.0100, Buffer: 100000
Episode 117000/500000, Total Reward: 51656, Epsilon: 0.0100, Buffer: 100000
Episode 118000/500000, Total Reward: 51039, Epsilon: 0.0100, Buffer: 100000
Episode 119000/500000, Total Reward: 57779, Epsilon: 0.0100, Buffer: 100000
Episode 120000/500000, Total Reward: 39918, Epsilon: 0.0100, Buffer: 100000
Episode 121000/500000, Total Reward: 40491, Epsilon: 0.0100, Buffer: 100000
Episode 122000/500000, Total Reward: 47300, Epsilon: 0.0100, Buffer: 100000
