scenario,metric,parity,mean,std_across_seeds,se_across_seeds
OG,parity_annual_rate_death,1,0.020475645199221217,,0.0016309968718977556
OG,parity_annual_rate_involuntary,1,0.00020179131919022923,,0.00014594883169088922
OG,parity_annual_rate_total,2,0.19294463840295756,,0.0027614755507364406
OG,parity_annual_rate_voluntary,2,0.16481152312560626,,0.0029029861659775782
OG,parity_annual_rate_death,2,0.028069402410006807,,0.0003741829898939805
OG,parity_annual_rate_involuntary,2,6.371286734450078e-05,,6.371286734450078e-05
OG,parity_annual_rate_total,3,0.21661093920464602,,0.004234160044278723
OG,parity_annual_rate_voluntary,3,0.17846839735964598,,0.005114565620249666
OG,parity_annual_rate_death,3,0.038142541845,,0.0014600966249205239
OG,parity_annual_rate_involuntary,3,0.0,,0.0
OG,parity_annual_rate_total,4,0.22447532210306828,,0.005957608280908934
OG,parity_annual_rate_voluntary,4,0.17535548171279125,,0.005015981870318025
OG,parity_annual_rate_death,4,0.04911984039027707,,0.002116473744349014
OG,parity_annual_rate_involuntary,4,0.0,,0.0
OG,parity_annual_rate_total,5,0.27389531328993383,,0.004812562021655538
OG,parity_annual_rate_voluntary,5,0.22400012920715354,,0.0044658165976720465
OG,parity_annual_rate_death,5,0.04989518408278031,,0.002550617587807573
OG,parity_annual_rate_involuntary,5,0.0,,0.0
OG,parity_annual_rate_total,6,0.37033158405511424,,0.017413509293265586
OG,parity_annual_rate_voluntary,6,0.29949212405413694,,0.01780986160379385
OG,parity_annual_rate_death,6,0.07083946000097727,,0.0049492103055933795
OG,parity_annual_rate_involuntary,6,0.0,,0.0
OG,parity_annual_rate_total,7,0.4628944119379792,,0.021809440444692827
OG,parity_annual_rate_voluntary,7,0.3972306001642401,,0.021846777234385037
OG,parity_annual_rate_death,7,0.06566381177373908,,0.004375443870541046
OG,parity_annual_rate_involuntary,7,0.0,,0.0
OG,parity_annual_rate_total,8,0.6031658660109768,,0.03485962717853953
OG,parity_annual_rate_voluntary,8,0.5293907136973638,,0.03182732628031634
OG,parity_annual_rate_death,8,0.07377515231361302,,0.003530920475332598
OG,parity_annual_rate_involuntary,8,0.0,,0.0
OG,parity_annual_rate_total,9,0.8652413545260279,,0.05325990502491968
OG,parity_annual_rate_voluntary,9,0.7964982089372808,,0.057103659559293155
OG,parity_annual_rate_death,9,0.06874314558874703,,0.0056234565805195124
OG,parity_annual_rate_involuntary,9,0.0,,0.0
OG,parity_annual_rate_total,10,1.348245216298824,,0.10287890005982225
OG,parity_annual_rate_voluntary,10,1.2672653139084742,,0.09985111333006232
OG,parity_annual_rate_death,10,0.08097990239034991,,0.005510660362249439
OG,parity_annual_rate_involuntary,10,0.0,,0.0
OG,parity_annual_rate_total,11,2.113199893624901,,0.203725317155906
OG,parity_annual_rate_voluntary,11,2.04346299118932,,0.20696095269576906
OG,parity_annual_rate_death,11,0.0697369024355812,,0.007122144478953195
OG,parity_annual_rate_involuntary,11,0.0,,0.0
OG,parity_annual_rate_total,12,4.355935452764804,,0.46716672326614667
OG,parity_annual_rate_voluntary,12,3.8593231911327415,,0.5011650707302596
OG,parity_annual_rate_death,12,0.04184365525276329,,0.014598514793494893
OG,parity_annual_rate_involuntary,12,0.45476860637929883,,0.07012339971706552
OB,overall_reward,all,16158.975708009883,72.92755930468898,32.614196007686374
OB,overall_discounted,all,1415.9201329493674,13.010931374904178,5.818665400974108
OB,annualized_reward,all,1077.2650472006587,4.861837286979266,2.1742797338457582
OB,parity_reward,0,16628.41569515442,88.20079595830406,39.44459508647131
OB,parity_discounted,0,1962.7056762532259,14.038743067944742,6.278316763715678
OB,parity_reward,1,16690.7871105267,80.46071828229783,35.98312711953561
OB,parity_discounted,1,2048.9989365817855,10.47482549393363,4.684484371376681
OB,parity_reward,2,16670.473403336233,48.90776610004403,21.872217925471645
OB,parity_discounted,2,2176.661206052394,14.224604137383338,6.36143636084278
OB,parity_reward,3,16832.12403250024,40.90535720814915,18.293431872266503
OB,parity_discounted,3,2195.154470345931,23.26310178687647,10.403575392590522
OB,parity_reward,4,16799.531126201015,66.22918123871413,29.618590268783706
OB,parity_discounted,4,2242.6626269897583,15.06130992586317,6.735622564884473
