parity,mac,mip,cm,V,Q_keep,Q_replace,cow_value,action
2,13,8,1,8016.80,8016.80,6055.10,1961.70,keep
2,13,9,0,8716.01,8716.01,6183.79,2532.22,keep
2,13,9,1,8448.35,8448.35,6055.10,2393.25,keep
2,14,0,0,6140.04,6018.91,6140.04,-121.12,replace
2,14,0,1,6034.97,5759.72,6034.97,-275.25,replace
2,14,4,0,7201.80,7201.80,6140.04,1061.76,keep
2,14,4,1,6878.91,6878.91,6034.97,843.94,keep
2,14,5,0,7457.85,7457.85,6140.04,1317.82,keep
2,14,5,1,7136.10,7136.10,6034.97,1101.12,keep
2,14,6,0,7710.45,7710.45,6140.04,1570.41,keep
2,14,6,1,7395.91,7395.91,6034.97,1360.94,keep
2,14,7,0,7956.19,7956.19,6140.04,1816.15,keep
2,14,7,1,7671.33,7671.33,6034.97,1636.36,keep
2,14,8,0,8189.50,8189.50,6183.79,2005.71,keep
2,14,8,1,8016.80,8016.80,6055.10,1961.70,keep
2,14,9,0,8716.01,8716.01,6183.79,2532.22,keep
2,14,9,1,8448.34,8448.34,6055.10,2393.25,keep
2,15,0,0,6143.90,5998.98,6143.90,-144.92,replace
2,15,0,1,6036.75,5751.79,6036.75,-284.96,replace
2,15,5,0,7397.17,7397.17,6143.90,1253.27,keep
2,15,5,1,7092.68,7092.68,6036.75,1055.93,keep
2,15,6,0,7667.15,7667.15,6143.90,1523.25,keep
2,15,6,1,7368.81,7368.81,6036.75,1332.06,keep
2,15,7,0,7932.93,7932.93,6143.90,1789.03,keep
2,15,7,1,7660.66,7660.66,6036.75,1623.91,keep
2,15,8,0,8189.50,8189.50,6183.79,2005.71,keep
2,15,8,1,8016.80,8016.80,6055.10,1961.70,keep
2,15,9,0,8716.01,8716.01,6183.79,2532.22,keep
2,15,9,1,8448.34,8448.34,6055.10,2393.25,keep
2,16,0,0,6147.46,5980.59,6147.46,-166.88,replace
2,16,0,1,6038.39,5744.47,6038.39,-293.92,replace
2,16,6,0,7627.27,7627.27,6147.46,1479.80,keep
2,16,6,1,7343.87,7343.87,6038.39,1305.48,keep
2,16,7,0,7911.47,7911.47,6147.46,1764.01,keep
2,16,7,1,7650.83,7650.83,6038.39,1612.44,keep
2,16,8,0,8189.50,8189.50,6183.79,2005.71,keep
2,16,8,1,8016.80,8016.80,6055.10,1961.70,keep
2,16,9,0,8716.01,8716.01,6183.79,2532.22,keep
2,16,9,1,8448.34,8448.34,6055.10,2393.25,keep
2,17,0,0,6150.74,5963.67,6150.74,-187.08,replace
2,17,0,1,6039.90,5737.73,6039.90,-302.17,replace
2,17,7,0,7891.74,7891.74,6150.74,1741.00,keep
2,17,7,1,7641.78,7641.78,6039.90,1601.89,keep
2,17,8,0,8189.50,8189.50,6183.79,2005.71,keep
2,17,8,1,8016.80,8016.80,6055.10,1961.70,keep
2,17,9,0,8716.01,8716.01,6183.79,2532.22,keep
2,17,9,1,8448.34,8448.34,6055.10,2393.25,keep
2,18,0,0,6153.75,5948.13,6153.75,-205.62,replace
2,18,0,1,6041.28,5731.54,6041.28,-309.74,replace
2,18,8,0,8189.50,8189.50,6183.79,2005.71,keep
2,18,8,1,8016.80,8016.80,6055.10,1961.70,keep
2,18,9,0,8716.01,8716.01,6183.79,2532.22,keep
2,18,9,1,8448.34,8448.34,6055.10,2393.25,keep
2,19,0,0,6156.51,6090.58,6156.51,-65.93,replace
2,19,0,1,6042.55,5851.27,6042.55,-191.27,replace
