parity,mac,mip,cm,V,Q_keep,Q_replace,cow_value,action
3,6,1,0,5108.44,5108.44,4617.33,491.12,keep
3,6,1,1,4678.58,4678.58,4559.55,119.03,keep
3,6,2,0,5217.60,5217.60,4617.33,600.28,keep
3,6,2,1,4787.16,4787.16,4559.55,227.61,keep
3,6,3,0,5314.58,5314.58,4617.33,697.25,keep
3,6,3,1,4883.80,4883.80,4559.55,324.25,keep
3,7,0,0,4680.19,4680.19,4625.24,54.95,keep
3,7,0,1,4563.04,4350.13,4563.04,-212.91,replace
3,7,1,0,4944.27,4944.27,4625.24,319.03,keep
3,7,1,1,4563.04,4545.32,4563.04,-17.72,replace
3,7,2,0,5068.50,5068.50,4625.24,443.26,keep
3,7,2,1,4662.38,4662.38,4563.04,99.34,keep
3,7,3,0,5183.79,5183.79,4625.24,558.55,keep
3,7,3,1,4777.20,4777.20,4563.04,214.17,keep
3,7,4,0,5286.18,5286.18,4625.24,660.94,keep
3,7,4,1,4879.83,4879.83,4563.04,316.80,keep
3,8,0,0,4633.51,4628.64,4633.51,-4.87,replace
3,8,0,1,4566.77,4329.16,4566.77,-237.61,replace
3,8,1,0,4795.54,4795.54,4633.51,162.03,keep
3,8,1,1,4566.77,4452.42,4566.77,-114.35,replace
3,8,2,0,4926.47,4926.47,4633.51,292.96,keep
3,8,2,1,4566.77,4544.21,4566.77,-22.56,replace
3,8,3,0,5058.70,5058.70,4633.51,425.19,keep
3,8,3,1,4675.84,4675.84,4566.77,109.08,keep
3,8,4,0,5180.44,5180.44,4633.51,546.93,keep
3,8,4,1,4797.62,4797.62,4566.77,230.85,keep
3,8,5,0,5288.45,5288.45,4633.51,654.94,keep
3,8,5,1,4907.95,4907.95,4566.77,341.18,keep
3,9,0,0,4641.67,4602.93,4641.67,-38.75,replace
3,9,0,1,4570.49,4320.03,4570.49,-250.47,replace
3,9,1,0,4658.38,4658.38,4641.67,16.71,keep
3,9,1,1,4570.49,4367.12,4570.49,-203.37,replace
3,9,2,0,4796.32,4796.32,4641.67,154.65,keep
3,9,2,1,4570.49,4460.63,4570.49,-109.87,replace
3,9,3,0,4940.62,4940.62,4641.67,298.95,keep
3,9,3,1,4580.57,4580.57,4570.49,10.08,keep
3,9,4,0,5080.26,5080.26,4641.67,438.58,keep
3,9,4,1,4720.05,4720.05,4570.49,149.56,keep
3,9,5,0,5208.73,5208.73,4641.67,567.05,keep
3,9,5,1,4850.39,4850.39,4570.49,279.89,keep
3,9,6,0,5322.35,5322.35,4641.67,680.68,keep
3,9,6,1,4973.59,4973.59,4570.49,403.10,keep
3,10,0,0,4649.50,4581.20,4649.50,-68.31,replace
3,10,0,1,4574.08,4312.59,4574.08,-261.49,replace
3,10,1,0,4649.50,4611.10,4649.50,-38.40,replace
3,10,1,1,4574.08,4342.37,4574.08,-231.71,replace
3,10,2,0,4677.75,4677.75,4649.50,28.25,keep
3,10,2,1,4574.08,4387.55,4574.08,-186.53,replace
3,10,3,0,4830.28,4830.28,4649.50,180.77,keep
3,10,3,1,4574.08,4491.80,4574.08,-82.29,replace
3,10,4,0,4986.37,4986.37,4649.50,336.87,keep
3,10,4,1,4647.56,4647.56,4574.08,73.48,keep
3,10,5,0,5133.75,5133.75,4649.50,484.25,keep
3,10,5,1,4796.41,4796.41,4574.08,222.32,keep
3,10,6,0,5269.03,5269.03,4649.50,619.53,keep
3,10,6,1,4940.03,4940.03,4574.08,365.95,keep
3,10,7,0,5387.45,5387.45,4649.50,737.95,keep
3,10,7,1,5093.36,5093.36,4574.08,519.28,keep
3,11,0,0,4656.88,4590.66,4656.88,-66.22,replace
3,11,0,1,4577.47,4335.37,4577.47,-242.10,replace
3,11,1,0,4656.88,4590.66,4656.88,-66.22,replace
3,11,1,1,4577.47,4335.37,4577.47,-242.10,replace
3,11,2,0,4656.88,4590.66,4656.88,-66.22,replace
3,11,2,1,4577.47,4335.37,4577.47,-242.10,replace
3,11,3,0,4730.58,4730.58,4656.88,73.69,keep
3,11,3,1,4577.47,4430.21,4577.47,-147.26,replace
3,11,4,0,4899.10,4899.10,4656.88,242.21,keep
3,11,4,1,4580.32,4580.32,4577.47,2.85,keep
